deposit,state_label,drug,dose_value,dose_unit,V_mL,plated_volume_uL,H_log10_cells,target_gap_days,required_b_tail_log10_per_day,P_b_tail_exceeds_required,rate_units
kaur,intracellular,apramycin,1.0,ug/mL,1.0,100.0,1.0,7,0.14285714285714285,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,100.0,1.0,14,0.07142857142857142,0.08888888888888889,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,100.0,1.0,30,0.03333333333333333,0.15555555555555556,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,100.0,1.0,60,0.016666666666666666,0.28888888888888886,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,100.0,1.0,90,0.011111111111111112,0.3333333333333333,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,100.0,2.0,7,0.2857142857142857,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,100.0,2.0,14,0.14285714285714285,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,100.0,2.0,30,0.06666666666666667,0.08888888888888889,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,100.0,2.0,60,0.03333333333333333,0.15555555555555556,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,100.0,2.0,90,0.022222222222222223,0.2,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,100.0,3.0,7,0.42857142857142855,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,100.0,3.0,14,0.21428571428571427,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,100.0,3.0,30,0.1,0.044444444444444446,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,100.0,3.0,60,0.05,0.13333333333333333,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,100.0,3.0,90,0.03333333333333333,0.15555555555555556,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,100.0,4.0,7,0.5714285714285714,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,100.0,4.0,14,0.2857142857142857,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,100.0,4.0,30,0.13333333333333333,0.044444444444444446,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,100.0,4.0,60,0.06666666666666667,0.08888888888888889,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,100.0,4.0,90,0.044444444444444446,0.15555555555555556,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,10.0,2.0,7,0.2857142857142857,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,10.0,2.0,14,0.14285714285714285,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,10.0,2.0,30,0.06666666666666667,0.08888888888888889,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,10.0,2.0,60,0.03333333333333333,0.15555555555555556,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,10.0,2.0,90,0.022222222222222223,0.2,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,10.0,3.0,7,0.42857142857142855,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,10.0,3.0,14,0.21428571428571427,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,10.0,3.0,30,0.1,0.044444444444444446,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,10.0,3.0,60,0.05,0.13333333333333333,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,10.0,3.0,90,0.03333333333333333,0.15555555555555556,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,10.0,4.0,7,0.5714285714285714,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,10.0,4.0,14,0.2857142857142857,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,10.0,4.0,30,0.13333333333333333,0.044444444444444446,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,10.0,4.0,60,0.06666666666666667,0.08888888888888889,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,10.0,4.0,90,0.044444444444444446,0.15555555555555556,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,10.0,5.0,7,0.7142857142857143,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,10.0,5.0,14,0.35714285714285715,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,10.0,5.0,30,0.16666666666666666,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,10.0,5.0,60,0.08333333333333333,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,10.0,5.0,90,0.05555555555555555,0.1111111111111111,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,2.5,2.6020599913279625,7,0.3717228559039946,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,2.5,2.6020599913279625,14,0.1858614279519973,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,2.5,2.6020599913279625,30,0.08673533304426542,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,2.5,2.6020599913279625,60,0.04336766652213271,0.15555555555555556,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1.0,2.5,2.6020599913279625,90,0.028911777681421804,0.17777777777777778,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,2.5,3.6020599913279625,7,0.5145799987611375,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,2.5,3.6020599913279625,14,0.25728999938056873,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,2.5,3.6020599913279625,30,0.12006866637759875,0.044444444444444446,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,2.5,3.6020599913279625,60,0.060034333188799374,0.08888888888888889,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,10.0,2.5,3.6020599913279625,90,0.040022888792532914,0.15555555555555556,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,2.5,4.6020599913279625,7,0.6574371416182804,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,2.5,4.6020599913279625,14,0.3287185708091402,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,2.5,4.6020599913279625,30,0.15340199971093207,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,2.5,4.6020599913279625,60,0.07670099985546604,0.08888888888888889,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,100.0,2.5,4.6020599913279625,90,0.05113399990364403,0.13333333333333333,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,2.5,5.6020599913279625,7,0.8002942844754232,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,2.5,5.6020599913279625,14,0.4001471422377116,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,2.5,5.6020599913279625,30,0.18673533304426543,0.0,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,2.5,5.6020599913279625,60,0.09336766652213271,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,1.0,ug/mL,1000.0,2.5,5.6020599913279625,90,0.06224511101475514,0.08888888888888889,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,100.0,1.0,7,0.14285714285714285,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,100.0,1.0,14,0.07142857142857142,0.2,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,100.0,1.0,30,0.03333333333333333,0.35555555555555557,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,100.0,1.0,60,0.016666666666666666,0.4222222222222222,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,100.0,1.0,90,0.011111111111111112,0.4222222222222222,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,100.0,2.0,7,0.2857142857142857,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,100.0,2.0,14,0.14285714285714285,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,100.0,2.0,30,0.06666666666666667,0.2,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,100.0,2.0,60,0.03333333333333333,0.35555555555555557,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,100.0,2.0,90,0.022222222222222223,0.4222222222222222,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,100.0,3.0,7,0.42857142857142855,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,100.0,3.0,14,0.21428571428571427,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,100.0,3.0,30,0.1,0.13333333333333333,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,100.0,3.0,60,0.05,0.26666666666666666,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,100.0,3.0,90,0.03333333333333333,0.35555555555555557,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,100.0,4.0,7,0.5714285714285714,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,100.0,4.0,14,0.2857142857142857,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,100.0,4.0,30,0.13333333333333333,0.08888888888888889,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,100.0,4.0,60,0.06666666666666667,0.2,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,100.0,4.0,90,0.044444444444444446,0.3333333333333333,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,10.0,2.0,7,0.2857142857142857,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,10.0,2.0,14,0.14285714285714285,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,10.0,2.0,30,0.06666666666666667,0.2,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,10.0,2.0,60,0.03333333333333333,0.35555555555555557,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,10.0,2.0,90,0.022222222222222223,0.4222222222222222,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,10.0,3.0,7,0.42857142857142855,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,10.0,3.0,14,0.21428571428571427,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,10.0,3.0,30,0.1,0.13333333333333333,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,10.0,3.0,60,0.05,0.26666666666666666,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,10.0,3.0,90,0.03333333333333333,0.35555555555555557,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,10.0,4.0,7,0.5714285714285714,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,10.0,4.0,14,0.2857142857142857,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,10.0,4.0,30,0.13333333333333333,0.08888888888888889,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,10.0,4.0,60,0.06666666666666667,0.2,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,10.0,4.0,90,0.044444444444444446,0.3333333333333333,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,10.0,5.0,7,0.7142857142857143,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,10.0,5.0,14,0.35714285714285715,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,10.0,5.0,30,0.16666666666666666,0.044444444444444446,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,10.0,5.0,60,0.08333333333333333,0.17777777777777778,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,10.0,5.0,90,0.05555555555555555,0.26666666666666666,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,2.5,2.6020599913279625,7,0.3717228559039946,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,2.5,2.6020599913279625,14,0.1858614279519973,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,2.5,2.6020599913279625,30,0.08673533304426542,0.17777777777777778,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,2.5,2.6020599913279625,60,0.04336766652213271,0.3333333333333333,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1.0,2.5,2.6020599913279625,90,0.028911777681421804,0.35555555555555557,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,2.5,3.6020599913279625,7,0.5145799987611375,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,2.5,3.6020599913279625,14,0.25728999938056873,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,2.5,3.6020599913279625,30,0.12006866637759875,0.1111111111111111,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,2.5,3.6020599913279625,60,0.060034333188799374,0.26666666666666666,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,10.0,2.5,3.6020599913279625,90,0.040022888792532914,0.35555555555555557,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,2.5,4.6020599913279625,7,0.6574371416182804,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,2.5,4.6020599913279625,14,0.3287185708091402,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,2.5,4.6020599913279625,30,0.15340199971093207,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,2.5,4.6020599913279625,60,0.07670099985546604,0.17777777777777778,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,100.0,2.5,4.6020599913279625,90,0.05113399990364403,0.26666666666666666,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,2.5,5.6020599913279625,7,0.8002942844754232,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,2.5,5.6020599913279625,14,0.4001471422377116,0.0,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,2.5,5.6020599913279625,30,0.18673533304426543,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,2.5,5.6020599913279625,60,0.09336766652213271,0.15555555555555556,log10 per day
kaur,intracellular,apramycin,2.0,ug/mL,1000.0,2.5,5.6020599913279625,90,0.06224511101475514,0.24444444444444444,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,100.0,1.0,7,0.14285714285714285,0.13333333333333333,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,100.0,1.0,14,0.07142857142857142,0.4444444444444444,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,100.0,1.0,30,0.03333333333333333,0.7111111111111111,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,100.0,1.0,60,0.016666666666666666,0.8,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,100.0,1.0,90,0.011111111111111112,0.8444444444444444,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,100.0,2.0,7,0.2857142857142857,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,100.0,2.0,14,0.14285714285714285,0.13333333333333333,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,100.0,2.0,30,0.06666666666666667,0.4444444444444444,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,100.0,2.0,60,0.03333333333333333,0.7111111111111111,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,100.0,2.0,90,0.022222222222222223,0.7777777777777778,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,100.0,3.0,7,0.42857142857142855,0.0,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,100.0,3.0,14,0.21428571428571427,0.044444444444444446,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,100.0,3.0,30,0.1,0.28888888888888886,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,100.0,3.0,60,0.05,0.5777777777777777,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,100.0,3.0,90,0.03333333333333333,0.7111111111111111,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,100.0,4.0,7,0.5714285714285714,0.0,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,100.0,4.0,14,0.2857142857142857,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,100.0,4.0,30,0.13333333333333333,0.17777777777777778,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,100.0,4.0,60,0.06666666666666667,0.4444444444444444,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,100.0,4.0,90,0.044444444444444446,0.6444444444444445,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,10.0,2.0,7,0.2857142857142857,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,10.0,2.0,14,0.14285714285714285,0.13333333333333333,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,10.0,2.0,30,0.06666666666666667,0.4444444444444444,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,10.0,2.0,60,0.03333333333333333,0.7111111111111111,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,10.0,2.0,90,0.022222222222222223,0.7777777777777778,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,10.0,3.0,7,0.42857142857142855,0.0,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,10.0,3.0,14,0.21428571428571427,0.044444444444444446,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,10.0,3.0,30,0.1,0.28888888888888886,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,10.0,3.0,60,0.05,0.5777777777777777,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,10.0,3.0,90,0.03333333333333333,0.7111111111111111,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,10.0,4.0,7,0.5714285714285714,0.0,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,10.0,4.0,14,0.2857142857142857,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,10.0,4.0,30,0.13333333333333333,0.17777777777777778,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,10.0,4.0,60,0.06666666666666667,0.4444444444444444,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,10.0,4.0,90,0.044444444444444446,0.6444444444444445,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,10.0,5.0,7,0.7142857142857143,0.0,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,10.0,5.0,14,0.35714285714285715,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,10.0,5.0,30,0.16666666666666666,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,10.0,5.0,60,0.08333333333333333,0.4,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,10.0,5.0,90,0.05555555555555555,0.5777777777777777,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,2.5,2.6020599913279625,7,0.3717228559039946,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,2.5,2.6020599913279625,14,0.1858614279519973,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,2.5,2.6020599913279625,30,0.08673533304426542,0.4,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,2.5,2.6020599913279625,60,0.04336766652213271,0.6444444444444445,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1.0,2.5,2.6020599913279625,90,0.028911777681421804,0.7555555555555555,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,2.5,3.6020599913279625,7,0.5145799987611375,0.0,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,2.5,3.6020599913279625,14,0.25728999938056873,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,2.5,3.6020599913279625,30,0.12006866637759875,0.2222222222222222,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,2.5,3.6020599913279625,60,0.060034333188799374,0.5111111111111111,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,10.0,2.5,3.6020599913279625,90,0.040022888792532914,0.6444444444444445,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,2.5,4.6020599913279625,7,0.6574371416182804,0.0,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,2.5,4.6020599913279625,14,0.3287185708091402,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,2.5,4.6020599913279625,30,0.15340199971093207,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,2.5,4.6020599913279625,60,0.07670099985546604,0.4,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,100.0,2.5,4.6020599913279625,90,0.05113399990364403,0.5777777777777777,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,2.5,5.6020599913279625,7,0.8002942844754232,0.0,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,2.5,5.6020599913279625,14,0.4001471422377116,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,2.5,5.6020599913279625,30,0.18673533304426543,0.06666666666666667,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,2.5,5.6020599913279625,60,0.09336766652213271,0.35555555555555557,log10 per day
kaur,intracellular,apramycin,4.0,ug/mL,1000.0,2.5,5.6020599913279625,90,0.06224511101475514,0.5111111111111111,log10 per day
kaur,intracellular,apramycin,8.0,ug/mL,1.0,100.0,1.0,7,0.14285714285714285,0.4666666666666667,log10 per day
kaur,intracellular,apramycin,8.0,ug/mL,1.0,100.0,1.0,14,0.07142857142857142,0.7777777777777778,log10 per day
kaur,intracellular,apramycin,8.0,ug/mL,1.0,100.0,1.0,30,0.03333333333333333,0.8666666666666667,log10 per day
kaur,intracellular,apramycin,8.0,ug/mL,1.0,100.0,1.0,60,0.016666666666666666,0.9111111111111111,log10 per day
kaur,intracellular,apramycin,8.0,ug/mL,1.0,100.0,1.0,90,0.011111111111111112,0.9333333333333333,log10 per day
kaur,intracellular,apramycin,8.0,ug/mL,10.0,100.0,2.0,7,0.2857142857142857,0.022222222222222223,log10 per day
kaur,intracellular,apramycin,8.0,ug/mL,10.0,100.0,2.0,14,0.14285714285714285,0.4666666666666667,log10 per day
kaur,intracellular,apramycin,8.0,ug/mL,10.0,100.0,2.0,30,0.06666666666666667,0.7777777777777778,log10 per day
kaur,intracellular,apramycin,8.0,ug/mL,10.0,100.0,2.0,60,0.03333333333333333,0.8666666666666667,log10 per day
kaur,intracellular,apramycin,8.0,ug/mL,10.0,100.0,2.0,90,0.022222222222222223,0.9111111111111111,log10 per day
